dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,dissimilarity_d5_a0,dissimilarity_d5_a45,dissimilarity_d5_a90,dissimilarity_d5_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135,correlation_d5_a0,correlation_d5_a45,correlation_d5_a90,correlation_d5_a135,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,contrast_d5_a0,contrast_d5_a45,contrast_d5_a90,contrast_d5_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,energy_d5_a0,energy_d5_a45,energy_d5_a90,energy_d5_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,homogeneity_d5_a0,homogeneity_d5_a45,homogeneity_d5_a90,homogeneity_d5_a135,ASM_d1_a0,ASM_d1_a45,ASM_d1_a90,ASM_d1_a135,ASM_d3_a0,ASM_d3_a45,ASM_d3_a90,ASM_d3_a135,ASM_d5_a0,ASM_d5_a45,ASM_d5_a90,ASM_d5_a135,label
2.1885457677165356,2.323268646537294,2.1812869094488194,2.340628681257365,2.5090625000000015,2.4889140841521784,2.4565624999999995,2.492000503905263,2.610835873983738,2.6071149843912607,2.5951473577235773,2.594107700312179,0.4245696852285004,0.3597808546938397,0.43050704811167184,0.3519890843162147,0.25135981288998543,0.2708101077432344,0.2812050662191106,0.2659302427443072,0.1929797529319903,0.1953450097492385,0.2088863512408818,0.20204286966378715,8.01740895669292,8.924545849091697,7.9609375000000115,9.032798065596136,10.376062499999986,10.13277903754092,10.064312499999998,10.197215923406379,11.123666158536572,11.127796566077015,11.073043699186995,11.028811134235188,0.11217521050616576,0.11009239829932037,0.11202169731355806,0.10989492684164962,0.10815229966059438,0.10814176202218971,0.10838415474597744,0.10827396906809736,0.1075851831788576,0.10743461542048988,0.10710300241383806,0.10741861019022073,0.3581403781886268,0.33785344818993407,0.35724669077045057,0.3357313223333302,0.32235218563176904,0.3201044965136889,0.32962680490117463,0.3195290141648401,0.30854574439274807,0.310183078852156,0.3105518410031754,0.3125278579609248,0.012583277852102602,0.012120336163296198,0.012548860669010422,0.012076894945531522,0.011696919921875003,0.011694640693263912,0.011747124999999983,0.011723252377759303,0.011574571639628342,0.01154219659054856,0.011471053126058601,0.011538757815198591,gres
2.4566929133858237,2.6004712009424003,2.471272145669292,2.6294252588505156,2.813187499999996,2.7867220962459043,2.777437499999998,2.818720080624841,2.8920858739837367,2.9434833506763822,2.8877667682926806,2.9592872008324624,0.4448235266000922,0.37825163403330786,0.4322994065657537,0.36375691557783046,0.2817027864093474,0.28835997510077965,0.2941710300390968,0.27925908998385535,0.24088825131582334,0.2200646243837858,0.24038657266916588,0.20944099914319617,9.8560531496063,11.040052080104175,10.085076279527566,11.297538595077196,12.738687499999982,12.63857394809774,12.536562499999995,12.800957420005021,13.471227134146325,13.848009885535905,13.49561737804876,14.041753381893859,0.09897301754597686,0.09732681634574736,0.09892742191952958,0.09687204409288666,0.09530663916406854,0.09564768937352681,0.09543041885976401,0.09520478317377641,0.094639515383286,0.09425468155422914,0.09462457300804257,0.09404978119750824,0.32266346260397033,0.3106242500954439,0.32530382952944853,0.309804540805178,0.29060671361810064,0.29295651496639846,0.2956094537997747,0.2889384601188984,0.28455062668483844,0.2789261501300274,0.28817965780638366,0.280059476385147,0.009795658202156242,0.009472509179998836,0.009786634807644622,0.009384192926734179,0.009083355468749962,0.009148480482494675,0.009106964843750004,0.00906395073916578,0.008956637871983225,0.008883944994889143,0.00895380981695438,0.008845361343299175,gres
2.3318159448818876,2.4309628619257246,2.3258489173228325,2.4534689069378146,2.656999999999999,2.6409045099521276,2.6296249999999985,2.6409045099521244,2.8164380081300844,2.8495707596253923,2.7746443089430897,2.8177679500520303,0.4703226273355902,0.42782981372175477,0.46945336907040336,0.41085704735710527,0.3180939530466831,0.3269878260138595,0.33615107251722626,0.32970909982003377,0.2359220767821616,0.230956204347593,0.2656361857982715,0.24195955643631742,9.000246062992124,9.74400148800299,9.038693405511811,10.032860065720142,11.555624999999983,11.459876543209871,11.340250000000001,11.41074577979338,12.912601626016254,13.106854838709701,12.584095528455299,12.896592091571295,0.10403536141401572,0.10256694586401349,0.10414220078883138,0.10236012050762343,0.10030215094590435,0.10041954167826188,0.10024296655501573,0.10024809277280418,0.09898144598694754,0.09839340890487432,0.09885013754880595,0.0988335351615393,0.3395441219248522,0.3281901958622438,0.34323916363424506,0.3294827377773899,0.30545989033723264,0.3077281563036489,0.3093561595557546,0.3075838197655403,0.291019457702673,0.2867640471614246,0.29632673654242425,0.29117739419508604,0.01082335642454487,0.010519978383871476,0.01084559798514127,0.010477594270335192,0.01006052148437498,0.010084084350872175,0.010048652343750002,0.010049680104584752,0.009797326649667013,0.0096812629159218,0.009771349693417855,0.009768067672527225,gres
2.289431594488189,2.4013268026536103,2.3190821850393695,2.4534689069378155,2.5704999999999982,2.593222474174855,2.5905625000000003,2.6057571176618763,2.6925813008130075,2.762031737773152,2.707888719512197,2.746813215400625,0.3909351450038285,0.34133242281752274,0.3728876915682168,0.30894273685135176,0.24223400705919543,0.22878714454774932,0.23619548986299171,0.22474802014225218,0.17152074387696886,0.1392526261698403,0.17830681689218103,0.1507700348580477,8.687807578740166,9.406596813193637,8.967335137795274,9.869055738111472,10.788124999999997,11.00629881582261,10.910187499999994,11.063429075333826,11.751270325203235,12.245382414151921,11.751079776422761,12.088384495317385,0.11083429936023981,0.10920366632909027,0.11041167706257261,0.10875325444801238,0.10771446629863597,0.10740881033646306,0.1071510779956272,0.10723648381075758,0.10674585465422609,0.10622973136144478,0.10608919219575834,0.10623974483366189,0.3435420261321161,0.3272015619480788,0.3414987743230806,0.3234425460842866,0.3151942323395208,0.31192737437436396,0.31051680272900195,0.3087142843865426,0.3008286617421742,0.2932492825158462,0.294794747362514,0.2933416183504951,0.012284241914675255,0.011925440739715286,0.012190738431769824,0.011827270353034125,0.011602406249999985,0.011536652537894293,0.011481353515624985,0.011499663460094872,0.011394677485861163,0.011284755825124726,0.011254916700748553,0.011286883382321589,gres
2.189037893700787,2.28935457870916,2.225885826771654,2.3492466984933995,2.477749999999997,2.4661753590324986,2.467625000000001,2.4851977828168295,2.583396849593498,2.587408949011446,2.5871443089430906,2.6107570239334015,0.3948232627400312,0.3469904600343408,0.3789544013344302,0.3088154845062196,0.24038557901939692,0.24344761451808733,0.23775173310966696,0.2371823640000492,0.1728883298638972,0.16783079118936914,0.1694501424715461,0.15021595456571196,8.074618602362214,8.693719387438783,8.275836614173231,9.201500403000818,10.092499999999989,10.023494583018374,10.112124999999995,10.106638951877038,10.983930386178868,10.95057232049948,10.965447154471546,11.179825702393334,0.11724379518467005,0.1154843392000711,0.11661473036301684,0.11500402984093493,0.11328214223786541,0.11373474367247301,0.11376932356472458,0.11338268273514553,0.11257808728471687,0.11274722355706567,0.11261672946235969,0.11291791985941475,0.3591275390145738,0.34350804645130045,0.3525496818283649,0.33919828460292734,0.3230333584343991,0.324484689581799,0.3275762730221657,0.3222714328578862,0.31453210267693654,0.31085146318362006,0.31260049617682967,0.3112078337615994,0.013746107509304861,0.013336632600477079,0.013598995337639122,0.013225926879654652,0.012832843749999972,0.01293559191824314,0.012943458984374996,0.012855632744218666,0.012673825736685329,0.012711936419826942,0.012682527754798313,0.012750456625377214,gres
2.4641363188976406,2.5877611755223535,2.490711122047246,2.608655217310438,2.727062499999997,2.7529604434366326,2.7624375,2.7576845553036002,2.87868394308943,2.8999739854318434,2.8864329268292668,2.919289802289281,0.3743790939309584,0.31649785034866174,0.357935253776046,0.3034191495754084,0.24347066527483094,0.22995353969476665,0.22079670061892084,0.22411306985272814,0.15695743487752203,0.15374793977425338,0.16290635882257198,0.13743481518096112,9.909018208661431,10.828817657635335,10.170706200787416,11.035588071176148,11.976187499999986,12.206979087931444,12.347687499999978,12.301524313429058,13.340320121951223,13.422476586888669,13.295223577235767,13.684248178980232,0.10393488414636326,0.10240716465593405,0.10359719536084357,0.10232522704478347,0.10118936262955198,0.10098001744485578,0.10114528728826165,0.10098287575420173,0.10015832522324465,0.09991422096285617,0.10012655989441162,0.09992240161029903,0.32172854603805906,0.31020036984377336,0.32129043027822374,0.30704820354460677,0.2962883835593595,0.2940366816119262,0.2940745781899446,0.2967923794539604,0.28605933712039006,0.28267850540193806,0.28081131879430665,0.2810321767233753,0.010802460142517952,0.010487227372867588,0.010732378886632789,0.010470452089766488,0.010239287109374972,0.010196963923163379,0.010230369140624985,0.010197541195588543,0.010031690111525245,0.009982851550614447,0.010025327996289196,0.009984486343569889,gres
2.2402189960629926,2.346270692541385,2.2610113188976375,2.3419926839853673,2.4974999999999996,2.496598639455778,2.4880624999999985,2.49225245653817,2.6039761178861807,2.6514698231009373,2.612487296747966,2.650104058272634,0.42236575759647155,0.3717909828024911,0.410588578393642,0.369695598721491,0.2875721896723284,0.2948221722897938,0.2909050097060959,0.29012001133218257,0.2301512547150745,0.20366337401469323,0.22646211841879021,0.19312529002718518,8.55382627952757,9.267468534937079,8.72545521653545,9.29778659557318,10.524000000000003,10.354371378180886,10.420937499999988,10.42258755353992,11.31040396341463,11.575637356919882,11.29516006097559,11.720863683662852,0.11329924146826358,0.11190510568763455,0.11287174243716924,0.11205329082945195,0.11001054636942775,0.11005198462203776,0.11034069221903124,0.11019128849054548,0.10900596838002241,0.10891253028030419,0.1090121581335585,0.10904648093654958,0.35585205259726965,0.3410868219533707,0.35480242591786243,0.3420281484617956,0.32755981261534883,0.32314587049889204,0.32821786996804625,0.3274933308005027,0.31504324216006385,0.3073738853640295,0.31327926354917496,0.31216327874462846,0.012836718117283897,0.012522752678960658,0.01274003024080267,0.012555939985709742,0.012102320312500013,0.012111439319249236,0.01217506835937498,0.012142120059206622,0.011882301142466446,0.011861939252058177,0.011883650620935963,0.01189113500464527,gres
2.0246678149606288,2.160890321780645,2.031003937007875,2.152396304792609,2.3058125000000036,2.3333333333333317,2.3261250000000007,2.312484252960442,2.413808434959351,2.459287200832466,2.4550940040650366,2.485757023933402,0.4851533125844277,0.4222111500899081,0.4822380609136554,0.4230560981216199,0.34886612641795645,0.33273818317209813,0.33390418623617946,0.34336478943785187,0.29445713575641125,0.2624081626685323,0.2692841288642666,0.24997934288964407,7.353900098425207,8.240622481244968,7.38791830708662,8.229028458056918,9.318937499999999,9.530612244897952,9.497124999999999,9.378621819097996,10.074250508130076,10.500000000000012,10.382685467479655,10.664216961498438,0.12871265881478222,0.1258930265827031,0.1288965584467903,0.12597628048973944,0.12263246186522149,0.12275930687422351,0.1226192738851645,0.1229351681617163,0.1205864772262477,0.12021542949996065,0.12049659821892454,0.12004119206708676,0.3953516197734545,0.37340384929039505,0.39364523901943943,0.3779278521055783,0.35746628515371426,0.35385724734001567,0.35598159455338707,0.35712879162646044,0.3437255555166038,0.3414415379021491,0.3378741324494955,0.3352008244179668,0.016566948539170533,0.015849054142153186,0.016614322779426826,0.015870023246029506,0.015038720703125003,0.015069847424239781,0.015035486328124983,0.015113055570949467,0.014541098489836356,0.01445174948986001,0.01451943018233293,0.014409887792887212,gres
1.9973548228346467,2.09436418872838,1.912340059055119,2.061752123504248,2.2605624999999994,2.2434492315444676,2.247249999999999,2.1907911312673205,2.3588033536585344,2.365309573361081,2.358422256097562,2.3610822060353778,0.4061757071513621,0.3579506493433399,0.4468438689798664,0.36982132627439035,0.25415658944661973,0.2667593655422959,0.2555327901246259,0.2952284675637548,0.19573736321976745,0.19776787595072512,0.20106500813530478,0.19108928605638745,7.076833169291337,7.650939301878608,6.580647145669292,7.509827019654045,8.900312499999993,8.73689846308893,8.84774999999999,8.398904006046854,9.586572662601617,9.565361602497397,9.515180386178855,9.648803329864727,0.13169876598726132,0.1295044203087773,0.1338561403742452,0.13006933740917756,0.1264539735313802,0.12663213490437655,0.1269011518613995,0.12756399064351828,0.12498744458021631,0.12491997315653218,0.12479502589168381,0.1249354375557412,0.39473013845272065,0.3768412637919604,0.4086397980212845,0.38492713723024335,0.35910984360052994,0.36004621116655827,0.36260107994436375,0.36903677789244815,0.34529795405393937,0.3415661645390639,0.34420305421576924,0.3467089265055292,0.01734456496256742,0.01677139487951245,0.017917466315889637,0.016918032534062478,0.015990607421875,0.016035697590440226,0.016103902343749976,0.01627257170889962,0.015621861302692644,0.015604999693428722,0.015573798487306034,0.01560886355724451,gres
1.960260826771653,2.0523901047802084,1.8689099409448822,2.032488064976132,2.203187499999998,2.197152935248172,2.190375000000001,2.1796422272612723,2.3250762195121957,2.352172216441207,2.295795223577237,2.315361602497397,0.3729072721545445,0.3296991586150071,0.42421249751938933,0.32402806274304197,0.21897172581963129,0.22656097526691377,0.23189825132372108,0.23823439812239142,0.14665371615395792,0.12693398496581554,0.15510852616884838,0.15382855935037118,6.929749015748032,7.412672825345643,6.361528051181106,7.475106950213909,8.624562499999994,8.547115142353237,8.478624999999997,8.415847820609711,9.416285569105689,9.624934963579605,9.331237296747975,9.345538501560872,0.14010651536024316,0.1376856647341809,0.14234274211691197,0.13832287413437275,0.1350545968881659,0.135113504898328,0.13531192984868337,0.13547727883779737,0.13338900071015536,0.13318682438569868,0.13355573403660637,0.13330053270145722,0.4033024624328783,0.3855098380201279,0.41650293041303904,0.39297992465898934,0.3697651820670977,0.36804699691703924,0.3681778376568296,0.37099040381854376,0.34997916148278263,0.34604978497866457,0.3573216662672834,0.352643439278344,0.01962983564639005,0.01895734227329326,0.020261456233361702,0.019133217508793526,0.01823974414062499,0.018255659205910504,0.01830931835937501,0.0183540930812943,0.017792625510453824,0.01773873018994694,0.01783713409405674,0.017769032018492264,gres
